version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
1.8.0_362,fasta.java 25000000 > test_fasta.txt,0,1690981036,429028,java,0:00.08,6832680,27704,18384,50.0,0.2,297,2,282,13,0,12.0,5.6,0.0,81.6,0.8,0.0,0.0,0.0,15795.0 MiB,7272.5 MiB,1857.0 MiB,6665.5 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13228.1 MiB
1.8.0_362,fasta.java 25000000 > test_fasta.txt,1,1690981038,429028,java,0:00.39,6832680,27704,18384,31.2,0.2,297,2,282,13,0,10.4,8.8,0.0,80.8,0.0,0.0,0.0,0.0,15795.0 MiB,7272.0 MiB,1857.4 MiB,6665.6 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13227.5 MiB
1.8.0_362,fasta.java 25000000 > test_fasta.txt,2,1690981039,429028,java,0:00.65,6832680,27704,18384,33.3,0.2,297,2,282,13,0,9.7,9.7,0.0,80.6,0.0,0.0,0.0,0.0,15795.0 MiB,7271.3 MiB,1858.3 MiB,6665.4 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13226.8 MiB
1.8.0_362,fasta.java 25000000 > test_fasta.txt,3,1690981040,429028,java,0:00.99,6832680,28480,18384,18.8,0.2,297,4,280,13,0,12.0,4.0,0.0,84.0,0.0,0.0,0.0,0.0,15795.0 MiB,7269.6 MiB,1859.5 MiB,6665.9 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13225.4 MiB
1.8.0_362,fasta.java 25000000 > test_fasta.txt,4,1690981041,429028,java,0:01.40,6832680,28480,18384,40.0,0.2,297,2,282,13,0,12.9,4.8,0.0,82.3,0.0,0.0,0.0,0.0,15795.0 MiB,7268.8 MiB,1860.1 MiB,6666.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13224.8 MiB
1.8.0_362,fasta.java 25000000 > test_fasta.txt,5,1690981042,429028,java,0:01.76,6832680,28480,18384,31.2,0.2,297,2,282,13,0,11.9,6.3,0.0,81.7,0.0,0.0,0.0,0.0,15795.0 MiB,7268.6 MiB,1860.4 MiB,6666.0 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13224.5 MiB
1.8.0_362,fasta.java 25000000 > test_fasta.txt,6,1690981043,429028,java,0:02.14,6832680,28480,18384,33.3,0.2,297,2,282,13,0,11.3,4.0,0.0,84.7,0.0,0.0,0.0,0.0,15795.0 MiB,7268.3 MiB,1860.7 MiB,6665.9 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13224.2 MiB
1.8.0_362,fasta.java 25000000 > test_fasta.txt,7,1690981045,429028,java,0:02.51,6832680,28480,18384,31.2,0.2,297,2,282,13,0,11.3,4.0,0.0,84.7,0.0,0.0,0.0,0.0,15795.0 MiB,7268.6 MiB,1860.5 MiB,6665.9 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13224.4 MiB
1.8.0_362,fasta.java 25000000 > test_fasta.txt,8,1690981046,429028,java,0:02.89,6832680,29608,18512,37.5,0.2,297,2,282,13,0,12.8,4.8,0.0,82.4,0.0,0.0,0.0,0.0,15795.0 MiB,7269.1 MiB,1860.2 MiB,6665.7 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13224.6 MiB
1.8.0_362,fasta.java 25000000 > test_fasta.txt,9,1690981047,429028,java,0:03.23,6832680,29088,18512,33.3,0.2,297,2,282,13,0,12.3,4.1,0.0,83.6,0.0,0.0,0.0,0.0,15795.0 MiB,7269.3 MiB,1859.9 MiB,6665.8 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13225.0 MiB
